handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_03166142-83fb-f87f-42a2-3ffe55d55256,Product,Cocoa Scrubber Exfoliating Body Butter 4 oz,"<p>Formulated To:&nbsp;Nourish &amp; Relieve Rough Dry Skin&nbsp;</p><p>&nbsp;</p><p>If you are fighting rough dry skin, this is your new best friend!&nbsp;&nbsp;It exfoliates &amp; moisturizes all in one step!&nbsp;Use while in shower, after washing, on wet skin. Simply rub this bar all over your body. When finished, rinse off with warm water &amp; then towel dry.&nbsp;</p><p>&nbsp;</p><p>The Moisture Comes From:&nbsp;Cocoa Butter:&nbsp;Highly hydrating &amp; nourishing for your skin. It also improves skin's elasticity.&nbsp;Mango Butter:&nbsp;Natural source of Vitamin A. It helps reduce the look of fine lines &amp; wrinkles to increase skin's overall youthful appearance.&nbsp; Rich in Antioxidants &amp; deeply Moisturizing.&nbsp;</p><p>Coconut Oil:&nbsp;Naturally Antibacterial, Antifungal, Extremely Moisturizing &amp; according to research it helps to relieve Atopic Dermatitis.&nbsp;</p><p>&nbsp;</p><p>The Exfoliation Comes From:&nbsp;Blueberry Seeds:&nbsp;Intense Natural Exfoliation &amp; High in Antioxidants,&nbsp;Poppy Seeds:&nbsp;Natural Powerful Exfoliation,&nbsp;Local Sourced Quartz Sand:&nbsp;Quartz Sand is a mineral known as Silica. It is known to be very exfoliating, but there are other benefits.&nbsp;</p><p>&nbsp;</p><p>The Collagen within our skin accounts for 75% of the dermal layer and it is this layer that is responsible for the elasticity and resilience of skin. Collagen is made up of silica which allows skin to hold together. For moisture retention, skin comprises of collagen, elastin, polysaccharides and other compounds. All of these have large amounts of silica and without silica skin will lose its elasticity.&nbsp;</p>",5cb354_3660b7d8765a4d40be1b3a5279974d24~mv2.jpg,Mrs. Bs,,,12,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Cocoa Butter • Mango Butter • Coconut Oil • Blueberry Seeds • Poppy Seeds • Quartz Sand</p>
",,,,,,,,,,,,,,,,
product_57dc374f-5a02-60ac-4939-77904ee9ac05,Product,Queen B Foaming Sugar Scrub  8 oz,"<p>Organic Sugar Exfoliates dry skin away, while the Jojoba Oil moisturizes new, supple, soft skin. Then the scrub rinses clean. The Queen B scent is amazing &amp; fit for a queen. The scent stays with you throughout the day.&nbsp;</p><p>&nbsp;</p><p>Dry skin doesn't stand a chance!</p><p>3-In-1</p><ul>	<li>Exfoliates&nbsp;</li>	<li>Cleanses</li>	<li>Moisturizes&nbsp;</li></ul><p>&nbsp;</p><p>Ingredients: Jojoba Oil, Organic Sugar, Foaming Bath Whip, Fragrance Oil Mix, Sparkle Mica Powder, Organic Olive Oil, Vitamin E</p>",5cb354_907ad624df164b66a466a07f06c4eb33~mv2.jpg,Mrs. Bs,,,16,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Jojoba Oil, Organic Sugar, Foaming Bath Whip, Fragrance Oil Mix, Sparkle Mica Powder, Organic Olive Oil, Vitamin E</p>
",,,,,,,,,,,,,,,,
product_79e57e35-bb44-d376-e71c-efd09ac56ae3,Product,Black Raspberry Foaming Sugar Scrub  8 oz,"<p>Organic Sugar Exfoliates the rough dry skin away, while the Jojoba Oil moisturizes new, supple, soft skin. Then the scrub rinses clean.&nbsp;Dry skin doesn't stand a chance!</p><p>&nbsp;</p><p>3-In-1</p><ul>	<li>Exfoliates&nbsp;</li>	<li>Cleanses</li>	<li>Moisturizes&nbsp;</li></ul><p>&nbsp;</p><p>The Black Raspberry scent leaves you &amp; your entire bathroom smelling heavenly!</p>",5cb354_a7f5049367e54504b86c1b89c39773a4~mv2.jpg,Mrs. Bs,,,16,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>&nbsp;</p>

<p>Ingredients: Jojoba Oil, Organic Sugar, Foaming Bath Whip, Essential &amp; Fragrance Oil Mix, Organic Olive Oil, Vitamin E</p>
",,,,,,,,,,,,,,,,
product_9c7fb71f-909a-de8d-5c47-3385803a98db,Product,Activated Charcoal Foaming Sugar Scrub  8 oz.,"<p>This foaming sugar scrub is great for anyone who has acne prone or oily skin. The sugar gently exfoliates the dry skin away, while the jojoba oil moisturizes the skin underneath. You get all of the benefits from the ingredients &amp; then the scrub rinses clean just like soap.&nbsp;</p><p>&nbsp;</p><p>Activated Charcoal pulls dirt &amp; oil from your skin &amp; pores.</p><p>Tea Tree Oil is a natural treatment for acne.</p><p>Lavender Essential Oil has antimicrobial characteristics that help to disinfect the skin.&nbsp;</p>",5cb354_8534de17877e4e0baf502b38637f508b~mv2.jpg,Mrs. Bs,,,16,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Jojoba Oil, Activated Charcoal from Coconut, Tea Tree Oil &amp; Lavender Oil Mix, Organic Sugar, Organic Olive Oil, Vitamin E, Foaming Bath Whip</p>
",,,,,,,,,,,,,,,,
product_2d9c2750-2b42-3cb0-20fa-f671f15b19f7,Product,Pumpkin Baby Soap,"<p>Formulated to:&nbsp;Help Relieve Itching and Irritation Caused By Eczema</p><p>&nbsp;</p><p>This soap is made with Organic Pumpkin. It is great for all skin types. It is gentle, mild &amp; unscented. This is a great soap for your little one. Many people find it super helpful for people who experience issues with Eczema or Aging Skin.&nbsp;</p><p>Pumpkin is packed with Fruit Enzymes &amp; Alpha-Hydroxy Acids, which promotes healthy cell growth to smooth the skin. Pumpkin contains Antioxidant Vitamin A &amp; Vitamin C to help soften &amp; soothe the skin &amp; boost Collagen production.&nbsp;</p>",5cb354_fc07c121ec74431db82d104373289d50~mv2.jpg,Mrs. Bs,,,8,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Saponified Coconut &amp; Olive Oil • Vitamin E • Organic Pumpkin Puree'&nbsp;</p>
",,,,,,,,,,,,,,,,
product_e644bcb5-d4c7-baaf-2fe1-dcdde2572fc8,Product,Orange Vanilla Scrubby Bar,"<p>Formulated To: Exfoliate &amp; Soften Skin On Hands &amp; Feet</p><p>&nbsp;</p><p>These bars have a wonderfully fresh clean smell. Scrubby Bars have big bubbles, citrus oil and ground pumice stone.&nbsp;</p><p>You can use them to get smells off of your hands such as onion &amp; fish. They work great to easily remove grime and sticky hard to get rid of stains like pine sap or oil and dirt.&nbsp;Or use them to smooth out the rough spots on your feet! Either way, they work great!</p><p>Ingredients: Saponified Olive &amp; Coconut Oil • Citrus Essential Oil Mix • Vanilla Essential Oil Mix • Fresh Lemon Juice • Fresh Lemon Zest • Fresh Orange Zest • Finely Filtered Sand • Ground Pumice Stone • Vitamin E</p>",5cb354_2e21d650e06c4742802832187d639866~mv2.jpg,Mrs. Bs,,,9.5,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Saponified Olive &amp; Coconut Oil • Citrus Essential Oil Mix • Vanilla Essential Oil Mix • Fresh Lemon Juice • Fresh Lemon Zest • Fresh Orange Zest • Finely Filtered Sand • Ground Pumice Stone • Vitamin E</p>
",,,,,,,,,,,,,,,,
product_28a116c7-d7a8-ee69-9cb0-8b4965e4aabb,Product,Activated Charcoal Face & Body Soap Bar,"<p>Formulated to: Help Relieve Acne &amp; Body Odor&nbsp;</p><p>&nbsp;</p><p>Anyone with Acne or Oily Skin need this bar! Activated Charcoal is known for it's acne &amp; oil fighting benefits. It is a must have for teens or adults with face, chest, or back acne.&nbsp;</p><p>Also, the Tea Tree Oil kills odor causing bacteria &amp; fungus. Use it after working out as a body bar to get rid of body odor. Wash your feet with it to clear up Athlete's Foot.&nbsp;</p><p>Activated Charcoal pulls dirt &amp; oil from your skin &amp; pores.</p><p>Tea Tree Oil is a natural treatment for acne.</p><p>Lavender Essential Oil has antimicrobial characteristics that help to disinfect &amp; calm the skin.</p><p>Ingredients: Saponified Coconut &amp; Olive Oil • Activated Charcoal from Coconut • Tea Tree Oil • Lavender Essential Oil</p>",5cb354_9f93e33a695844969bd9089ba9146230~mv2.jpg,Mrs. Bs,,,9.5,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Saponified Coconut &amp; Olive Oil • Activated Charcoal from Coconut • Tea Tree Oil • Lavender Essential Oil</p>
",,,,,,,,,,,,,,,,
product_c748ac2c-3c6c-6650-7fa3-2b32f993135b,Product,Black Raspberry & Calendula Soap Bar,"<p>Formulated To: Nourish &amp; Soften Skin</p><p>&nbsp;</p><p>Washing with this is a delight for the senses! Leaving you and&nbsp;your entire bathroom smelling fresh and clean.&nbsp;<br>It has a thick lather and big bubbles&nbsp;and leaves your skin Clean but also, Soft, Nourished and Moisturized.</p><p>Calendula Petals give this soap a beautiful look, but that's not all. Calendula is known for it's skin healing properties.&nbsp;</p>",5cb354_6165eb481ed34f599d2514ce14f48335~mv2.jpg,Mrs. Bs,,,8,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Saponified Coconut &amp; Olive Oil • Essential&nbsp;Oil Mix • Calendula Petals • Raspberry Bud Infusion •&nbsp;Fragrance Oil • Vitamin E</p>
",,,,,,,,,,,,,,,,
product_b28f7614-8c62-373f-97a0-2a2feb994df4,Product,Pumpkin Spice Soap Bar,"<p>Formulated To: Help Relieve Itching &amp; Cracked Skin Caused By Eczema</p><p>&nbsp;</p><p>This is a great soap for anyone needing a little extra moisture. There are many great benefits to using Pumpkin in your skincare. (Benefits for pumpkin listed below) The spice in this soap is cinnamon. Cinnamon is great for reducing redness &amp; helping to clear acne.&nbsp;</p><p>Pumpkin Benefits for Skin: Pumpkin is packed with fruit enzymes and Alpha hydroxy acids, which promote healthy skin cell growth, to smooth the skin. Pumpkin contains Antioxidant Vitamin A &amp; Vitamin C, to help soften &amp; soothe the skin &amp; boost collagen production.&nbsp;</p><p>THIS DOES NOT CONTAIN ""PUMPKIN SPICE"" FRAGRANCE.&nbsp;This soap gets it's scent from actual pumpkin &amp; from the cinnamon.&nbsp;</p>",5cb354_35896793a67f4af082faa77253a0fffd~mv2.jpg,Mrs. Bs,,,8,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Saponified Coconut &amp; Olive Oil • Organic Pumpkin Puree' • Cinnamon • Vitamin E</p>
",,,,,,,,,,,,,,,,
product_859ecba6-2ccb-9a17-467d-a3b5e61284d6,Product,Coffee Soap Bar,"<p>Formulated To: Help Relieve Itching &amp; Cracked Skin Caused By Psoriasis</p><p>&nbsp;</p><p>Coffee helps to reduce cellulite, stretch marks, acne, &amp; reduce the size of pores. Coffee is also rich in antioxidants &amp; is a natural anti-inflammatory. Coffee! Soap is made with coffee that contains caffeine, it soaks into your skin &amp; is a great way to wake yourself up in the morning! &nbsp;It is an exfoliating soap. Made with Coconut Oil, Olive Oil, Vitamin E it helps to moisturize dry skin &amp; even helps with eczema &amp; psoriasis issues. This soap will help to detoxify your skin &amp; unclog pores.</p>",5cb354_24a5b37f86014493bbdc2d6ab5009d3f~mv2.jpg,Mrs. Bs,,,8,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,Ingredients,"<p>Ingredients: Saponified Coconut &amp; Olive Oil • Switch Coffee Co. Ground Coffee • Vitamin E • Fragrance Oil</p>
",,,,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Product,Prime,"<p>Health and Wellness Prime is for a natural defense against a full spectrum of threats to your immune and central nervous systems.</p><p>&nbsp;</p><p>Receptra Health and Wellness Hemp CBD Oils are ideal for those new to CBD and those who depend on it for advanced wellness needs.</p><p>&nbsp;</p><p>Receptra Health and Wellness is thoughtfully created to assist your body’s pursuit of&nbsp;<strong>homeostasis</strong>&nbsp;by stimulating the human&nbsp;<strong>endocannabinoid system</strong>. Receptra Health and Wellness is derived from proprietary hemp genetics&nbsp;<strong>100% grown on family owned farms in Colorado</strong>. We only use the highest quality&nbsp;<strong>hand-picked hemp flower</strong>&nbsp;to ensure a&nbsp;<strong>premium and safe full-profile cannabinoid extract.</strong></p><p>&nbsp;</p><p><strong>Per Dropper: 22mg</strong></p><p>&nbsp;</p><p><strong>Per Bottle: 375mg&nbsp;(.5oz/15ml), 750mg&nbsp;(1oz/30ml), 1500mg&nbsp;(2oz/60ml)</strong></p>",5cb354_52db8c5ff8514f2cb269c8d9fac0c09d~mv2_d_2100_1500_s_2.png,Active CBD;CBD;Health & Wellness,,,74.95,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,.5oz;1oz;2oz,Flavor,DROP_DOWN,Unflavored;Fresh Berry,,,,,,,,,,,,,How to Use,"<p>Start with .25mL (1/4 dropper).&nbsp;<strong>Hold for 15-30 seconds</strong>&nbsp;under the tongue and swallow. Slowly increase the amount each day until you find your “sweet spot.”&nbsp;<em>(This will be unique to each individual depending on desired results.)</em>&nbsp;Adults may take 1 full dropper (approx 27 drops or .9mL) 1-3 times daily.</p>
",Ingredients,"<p>Receptra Prime Organic Ingredients: MCT Oil, Hemp Extract, Sunflower Oil, Organic Flavoring&nbsp;</p>
",,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Variant,,,,,,,,0,TRUE,,,InStock,,,,Fresh Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Variant,,,,,,,,60,TRUE,,,InStock,,,,2oz,,,Fresh Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Variant,,,,,,,,0,TRUE,,,InStock,,,,Unflavored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Variant,,,,,,,,0,TRUE,,,InStock,,,,Fresh Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Variant,,,,,,,,-35,TRUE,,,InStock,,,,.5oz,,,Fresh Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Variant,,,,,,,,0,TRUE,,,InStock,,,,Unflavored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Variant,,,,,,,,0,FALSE,,,InStock,,,,2oz,,,Unflavored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c882ba7d-ef6d-2119-dc7f-eeee23ef9dec,Variant,,,,,,,,0,FALSE,,,InStock,,,,.5oz,,,Unflavored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc916131-1d82-0118-439c-2a82c194edd8,Product,Plus,"<p>Health and Wellness Plus is&nbsp;for a natural defense against a full spectrum of threats to your immune and central nervous systems.</p><p>&nbsp;</p><p>Receptra Health and Wellness Hemp CBD Oils are ideal for those new to CBD and those who depend on it for advanced wellness needs.</p><p>&nbsp;</p><p>Receptra Health and Wellness is thoughtfully created to assist your body’s pursuit of&nbsp;<strong>homeostasis</strong>&nbsp;by stimulating the human&nbsp;<strong>endocannabinoid system</strong>. Receptra Health and Wellness is derived from proprietary hemp genetics&nbsp;<strong>100% grown on family owned farms in Colorado</strong>. We only use the highest quality&nbsp;<strong>hand-picked hemp flower</strong>&nbsp;to ensure a&nbsp;<strong>premium and safe full-profile cannabinoid extract.</strong></p><p>&nbsp;</p><p><strong>Per Dropper: 44mg</strong></p><p>&nbsp;</p><p><strong>Per Bottle: 1500mg&nbsp;(1oz/30ml), 3000mg&nbsp;(2oz/60ml)</strong></p>",5cb354_30b36a26944a4545aef09efe8d8dc35c~mv2.png,Active CBD;CBD;Health & Wellness,,,134.95,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,1oz;2oz,Flavor,DROP_DOWN,Unflavored;Fresh Berry,,,,,,,,,,,,,How to Use,"<p>Start with .25mL (1/4 dropper).&nbsp;<strong>Hold for 15-30 seconds</strong>&nbsp;under the tongue and swallow. Slowly increase the amount each day until you find your “sweet spot.”&nbsp;<em>(This will be unique to each individual depending on desired results.)</em>&nbsp;Adults may take 1 full dropper (approx 27 drops or .9mL) 1-3 times daily.</p>
",Ingredients,"<p>Receptra Plus Organic Ingredients: MCT Oil, Hemp Extract, Sunflower Oil, Mint/Berry Flavor</p>
",,,,,,,,,,,,,,
product_cc916131-1d82-0118-439c-2a82c194edd8,Variant,,,,,,,,0,TRUE,,,InStock,,,,Unflavored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc916131-1d82-0118-439c-2a82c194edd8,Variant,,,,,,,,0,TRUE,,,InStock,,,,Fresh Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc916131-1d82-0118-439c-2a82c194edd8,Variant,,,,,,,,0,FALSE,,,InStock,,,,2oz,,,Unflavored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc916131-1d82-0118-439c-2a82c194edd8,Variant,,,,,,,,65,TRUE,,,InStock,,,,2oz,,,Fresh Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_63c48733-b9c7-b44e-1faf-e984b9299267,Product,Active,"<p>Optimal mental and physical performance begins with Receptra Naturals Active Lifestyle Hemp CBD Oils. A proprietary blend of all-natural performance and recovery enhancing ingredients will keep you energized and focused throughout your day.</p><p>&nbsp;</p><p>For anyone who has taken his or her physical and mental activity to a higher level. If you experience muscle fatigue, soreness, mental stress, or simply demand more from your mind and body,&nbsp;<strong>Receptra Active Lifestyle</strong>&nbsp;will give you the edge that you have been looking for.</p><p>&nbsp;</p><p>Take your Active Living Strategy™ to the next level with&nbsp;<strong>Receptra Active Lifestyle</strong>&nbsp;hemp flower extracts. Improve your mental and physical performance&nbsp;with naturally occurring cannabinoids, antioxidants, neuroprotectants, and a proprietary blend of essential fatty acids.</p><p>&nbsp;</p><p>Receptra Active, Elite, and Pro each have added Tumeric (5, 10, and 20mg/serving, respectively). Enhancing focus to keep you a step ahead of the competition. MCT oil increases your body’s fat burning potential.</p><p>&nbsp;</p><p><strong>Per Dropper: 15mg&nbsp;</strong></p><p>&nbsp;</p><p><strong>Per Bottle: 250mg&nbsp;(.5oz/15ml), 500mg&nbsp;(1oz/30ml), 1000mg&nbsp;(2oz/60ml)</strong></p>",5cb354_35525161443a4142871f793a119d16c2~mv2.png,Active Lifestyle;CBD;CBD Active Lifestyle,,,44.95,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,.5oz;1oz;2oz,,,,,,,,,,,,,,,,How to Use,"<p>Start with .25mL (1/4 dropper).&nbsp;<strong>Hold for 15-30 seconds</strong>&nbsp;under the tongue and swallow. Slowly increase the amount each day until you find your “sweet spot.”&nbsp;<em>(This will be unique to each individual depending on desired results.)</em>&nbsp;Adults may take 1 full dropper (approx 27 drops or .9mL) 1-3 times daily.</p>
",Ingredients,"<p>Receptra Active Organic Ingredients: Hemp Seed Oil, MCT Oil infused with Hemp Extract, Avocado Oil, Extra Virgin Olive Oil, Grapeseed Oil, Sunflower Oil, Turmeric (Curcumin), Mint/Berry Flavor.</p>
",,,,,,,,,,,,,,
product_63c48733-b9c7-b44e-1faf-e984b9299267,Variant,,,,,,,,-20,TRUE,,,InStock,,,,.5oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_63c48733-b9c7-b44e-1faf-e984b9299267,Variant,,,,,,,,35,TRUE,,,InStock,,,,2oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_63953cef-91ca-ce83-f1a4-ccbc5f8a261d,Product,Elite,"<p>Optimal mental and physical performance begins with Receptra Naturals Active Lifestyle Hemp CBD Oils. A proprietary blend of all-natural performance and recovery enhancing ingredients will keep you energized and focused throughout your day.</p><p>&nbsp;</p><p>For anyone who has taken his or her physical and mental activity to a higher level. If you experience muscle fatigue, soreness, mental stress, or simply demand more from your mind and body,&nbsp;<strong>Receptra Active Lifestyle</strong>&nbsp;will give you the edge that you have been looking for.</p><p>&nbsp;</p><p>Take your Active Living Strategy™ to the next level with&nbsp;<strong>Receptra Active Lifestyle</strong>&nbsp;hemp flower extracts. Improve your mental and physical performance&nbsp;with naturally occurring cannabinoids, antioxidants, neuroprotectants, and a proprietary blend of essential fatty acids.</p><p>&nbsp;</p><p>Receptra Active, Elite, and Pro each have added Tumeric (5, 10, and 20mg/serving, respectively). Enhancing focus to keep you a step ahead of the competition. MCT oil increases your body’s fat burning potential.</p><p>&nbsp;</p><p><strong>Per Dropper: 30mg&nbsp;</strong></p><p>&nbsp;</p><p><strong>Per Bottle: 1000mg&nbsp;(1oz/30ml), 2000mg&nbsp;(2oz/60ml)</strong></p>",5cb354_426291ab65e444e4a65479a942fbde62~mv2.png,Active Lifestyle;CBD;CBD Active Lifestyle,,,79.95,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,1oz;2oz,,,,,,,,,,,,,,,,How to Use,"<p>Start with .25mL (1/4 dropper).&nbsp;<strong>Hold for 15-30 seconds</strong>&nbsp;under the tongue and swallow. Slowly increase the amount each day until you find your “sweet spot.”&nbsp;<em>(This will be unique to each individual depending on desired results.)</em>&nbsp;Adults may take 1 full dropper (approx 27 drops or .9mL) 1-3 times daily.</p>
",Ingredients,"<p>Receptra Elite Organic Ingredients: Hemp Seed Oil, MCT Oil infused with Hemp Extract, Avocado Oil, Extra Virgin Olive Oil, Grapeseed Oil, Sunflower Oil, Turmeric (Curcumin), Mint/Berry Flavor. *Comes in unflavored as well</p>
",,,,,,,,,,,,,,
product_63953cef-91ca-ce83-f1a4-ccbc5f8a261d,Variant,,,,,,,,70,TRUE,,,InStock,,,,2oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6d9d0123-eb9e-ceaa-5e5a-9e30cefe0af7,Product,Pro,"<p>Optimal mental and physical performance begins with Receptra Naturals Active Lifestyle Hemp CBD Oils. A proprietary blend of all-natural performance and recovery enhancing ingredients will keep you energized and focused throughout your day.</p><p>&nbsp;</p><p>For anyone who has taken his or her physical and mental activity to a higher level. If you experience muscle fatigue, soreness, mental stress, or simply demand more from your mind and body,&nbsp;<strong>Receptra Active Lifestyle</strong>&nbsp;will give you the edge that you have been looking for.</p><p>&nbsp;</p><p>Take your Active Living Strategy™ to the next level with&nbsp;<strong>Receptra Active Lifestyle</strong>&nbsp;hemp flower extracts. Improve your mental and physical performance&nbsp;with naturally occurring cannabinoids, antioxidants, neuroprotectants, and a proprietary blend of essential fatty acids.</p><p>&nbsp;</p><p>Receptra Active, Elite, and Pro each have added Tumeric (5, 10, and 20mg/serving, respectively). Enhancing focus to keep you a step ahead of the competition. MCT oil increases your body’s fat burning potential.</p><p>&nbsp;</p><p><strong>Per Dropper: 60mg&nbsp;</strong></p><p>&nbsp;</p><p><strong>Per Bottle: 2000mg&nbsp;(1oz/30ml), 4000mg&nbsp;(2oz/60ml)</strong></p>",5cb354_641b025a1fe942c0be4739f8f0b5f398~mv2.png,Active Lifestyle;CBD;CBD Active Lifestyle,,,149.95,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,1oz;2oz,,,,,,,,,,,,,,,,How to Use,"<p>Start with .25mL (1/4 dropper).&nbsp;<strong>Hold for 15-30 seconds</strong>&nbsp;under the tongue and swallow. Slowly increase the amount each day until you find your “sweet spot.”&nbsp;<em>(This will be unique to each individual depending on desired results.)</em>&nbsp;Adults may take 1 full dropper (approx 27 drops or .9mL) 1-3 times daily.</p>
",Ingredients,"<p>Receptra Pro Organic Ingredients: Hemp Seed Oil, MCT Oil infused with Hemp Extract, Avocado Oil, Extra Virgin Olive Oil, Grapeseed Oil, Sunflower Oil, Turmeric (Curcumin), Mint/Berry Flavor. *Comes in unflavored as well</p>
",,,,,,,,,,,,,,
product_6d9d0123-eb9e-ceaa-5e5a-9e30cefe0af7,Variant,,,,,,,,100,TRUE,,,InStock,,,,2oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5d70c4c7-8bfd-8be9-8493-52d30da5e918,Product,Pet,"<p>Caring for your four-legged companions just got easier with Receptra Pet. Developed using our premium CBD-hemp extract, Receptra Pet is a safe, all-natural health and wellness solution specially formulated for your pets.</p><p>&nbsp;</p><ul>	<li>Daily health supplement, non-GMO, vegan, organic.</li>	<li>Excellent source of Omega 3 and 6 Fatty Acids: these are essential fatty acids, meaning your dog or cat can’t produce them naturally, and needs to obtain them from other sources. A good balance of these Omega Fatty Acids is critical to your pet’s health as they are the foundation of homeostasis.</li>	<li>Contains MCT oil to help balance the thyroid, in turn helping overweight dogs lose weight and sedentary dogs feel energetic.</li>	<li>Receptra Pet has a natural calming effect on pets that don’t respond well to new environments, loud noises, or being separated from their owner.</li></ul><p>&nbsp;</p><p>Receptra Pet is great for calming down your anxious pet, maintaining hip and joint mobility, aiding their digestive tract and supporting their immune system.&nbsp;Ideal for dogs and cats that need support for their daily and mild to advanced wellness needs.</p><p>&nbsp;</p><p>Carefully formulated blend of our premium CBD-hemp extract and MCT oil designed to promote the health and wellness of your pet(s). &nbsp;Developed using our proprietary hemp genetics 100% grown on family owned farms in Colorado, Receptra Pet offers a premium product at an affordable price.</p><p>&nbsp;</p><ul>	<li>Calms Anxious Pets</li>	<li>Anti-Inflammatory</li>	<li>Helps Maintain Hip and Joint Mobility</li>	<li>Supports the Immune System</li></ul><p>&nbsp;</p><p><strong>Cannabinoids:</strong></p><p><strong>Per Dropper: Pet-15mg, Pet Plus-22mg</strong></p><p>&nbsp;</p><p><strong>Per Bottle: Pet - 500mg&nbsp;(1oz/30ml), Pet Plus - 750mg&nbsp;(1oz/30ml)</strong></p>",5cb354_fea33145687a4cbb9a07e410d5da35c0~mv2.jpg,CBD;CBD Pet Products;Pet,,,44.95,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,1oz,Concentration,DROP_DOWN,750mg;500mg,,,,,,,,,,,,,How to Use,"<p>Simply fill the dropper and squeeze the oil into your pet’s mouth or put on food or treats.&nbsp; Start with&nbsp;3-4 DROPS&nbsp;and work up with each dose to the suggested weight-based amounts below or until you achieve the desired result.</p>

<p>&nbsp;</p>

<p><strong>&lt;15 lbs. = 1/4 dropper</strong><br>
<strong>15-30 lbs. = 1/2 dropper</strong><br>
<strong>30-45 lbs. = 3/4 dropper</strong><br>
<strong>45+ lbs. = 1+ dropper</strong></p>
",Ingredients,"<p>Receptra Pet Organic Ingredients: MCT Oil, Hemp Extract</p>
",,,,,,,,,,,,,,
product_5d70c4c7-8bfd-8be9-8493-52d30da5e918,Variant,,,,,,,,0,TRUE,,,InStock,,,,750mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5d70c4c7-8bfd-8be9-8493-52d30da5e918,Variant,,,,,,,,23,TRUE,,,InStock,,,,1oz,,,750mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
